"","x"
"2002-11-18",224
"2002-11-25",244.75
"2002-12-02",252.25
"2002-12-09",244.25
"2002-12-16",262
"2003-01-06",278.5
"2003-01-13",265
"2003-01-20",273.5
"2003-01-27",278
"2003-02-03",285
"2003-02-10",330.75
"2003-02-17",314.75
"2003-02-24",332
"2003-03-03",344.25
"2003-03-10",427
"2003-03-17",378.25
"2003-03-24",309.5
"2003-03-31",270.5
"2003-04-07",225
"2003-04-14",256.25
"2003-04-28",227
"2003-05-05",219.25
"2003-05-12",229.5
"2003-05-19",231.25
"2003-05-26",229.5
"2003-06-02",242.5
"2003-06-09",251.25
"2003-06-16",238.25
"2003-06-23",244.75
"2003-06-30",245
"2003-07-07",236.25
"2003-07-14",245.5
"2003-07-21",241.75
"2003-07-28",238
"2003-08-04",259.25
"2003-08-18",243.25
"2003-08-25",254.25
"2003-09-01",250.25
"2003-09-08",238.25
"2003-09-15",232.25
"2003-09-22",221.5
"2003-09-29",250
"2003-10-06",265
"2003-10-13",293
"2003-10-20",272.5
"2003-10-27",270.25
"2003-11-03",260.75
"2003-11-10",269.5
"2003-11-17",279
"2003-11-24",266.75
"2003-12-01",259.5
"2003-12-08",287.5
"2003-12-15",290.5
"2004-01-05",293.75
"2004-01-12",297
"2004-01-19",291.25
"2004-01-26",279
"2004-02-02",265.75
"2004-02-09",266
"2004-02-16",275.25
"2004-02-23",275.75
"2004-03-01",300.75
"2004-03-08",304.25
"2004-03-15",314.25
"2004-03-22",315.25
"2004-03-29",316
"2004-04-05",290.5
"2004-04-13",309.75
"2004-04-19",328
"2004-04-26",328
"2004-05-03",340.5
"2004-05-10",355.75
"2004-05-17",357
"2004-05-24",354.25
"2004-05-31",328.5
"2004-06-07",319.25
"2004-06-14",329.75
"2004-06-21",330.75
"2004-06-28",321.75
"2004-07-05",359.75
"2004-07-12",366.25
"2004-07-19",374.5
"2004-07-26",385.75
"2004-08-02",408.75
"2004-08-09",422
"2004-08-16",423.25
"2004-08-23",435
"2004-08-30",398.75
"2004-09-06",417
"2004-09-13",428.75
"2004-09-20",427.5
"2004-09-27",459.5
"2004-10-04",469.75
"2004-10-11",511.75
"2004-10-18",505
"2004-10-25",533.25
"2004-11-01",463.75
"2004-11-08",452.75
"2004-11-15",441.75
"2004-11-22",497.5
"2004-11-29",520.25
"2004-12-06",447
"2004-12-13",452.25
"2004-12-20",489
"2005-01-03",426
"2005-01-10",434.75
"2005-01-17",427.25
"2005-01-24",434.5
"2005-01-31",418
"2005-02-07",406.75
"2005-02-14",422.25
"2005-02-21",464.75
"2005-02-28",487.75
"2005-03-07",504.5
"2005-03-14",544.75
"2005-03-21",530.25
"2005-04-04",573
"2005-04-11",522.25
"2005-04-18",512
"2005-04-25",542.25
"2005-05-02",515
"2005-05-09",487.5
"2005-05-16",459.5
"2005-05-23",475
"2005-05-30",499.75
"2005-06-06",548.75
"2005-06-13",550.25
"2005-06-20",557.25
"2005-06-27",557.75
"2005-07-04",564.75
"2005-07-11",540.25
"2005-07-18",546.5
"2005-07-25",539.25
"2005-08-01",565.25
"2005-08-08",589.75
"2005-08-22",610.5
"2005-08-29",612.25
"2005-09-05",633.75
"2005-09-12",586
"2005-09-19",635
"2005-09-26",622.25
"2005-10-03",655.75
"2005-10-10",634.5
"2005-10-17",627.75
"2005-10-24",567.75
"2005-11-07",532.25
"2005-11-14",533.25
"2005-11-21",522
"2005-11-28",506.75
"2005-12-05",539.75
"2005-12-12",527.75
"2005-12-19",513.75
