"","x"
"2003-06-16",247
"2003-06-23",243.5
"2003-06-30",247
"2003-07-07",245
"2003-07-14",247
"2003-07-21",251
"2003-07-28",242.5
"2003-08-04",241
"2003-08-18",248
"2003-08-25",256
"2003-09-01",257
"2003-09-08",257.5
"2003-09-15",257.5
"2003-09-22",248.5
"2003-09-29",252.5
"2003-10-06",271
"2003-10-13",308.5
"2003-10-20",292.5
"2003-10-27",297.5
"2003-11-03",297.5
"2003-11-10",305.5
"2003-11-17",320.5
"2003-11-24",314.5
"2003-12-01",314.5
"2003-12-08",314.5
"2003-12-15",314.5
"2004-01-05",317.5
"2004-01-12",330.5
"2004-01-19",327.5
"2004-01-26",339.5
"2004-02-02",328
"2004-02-09",308.5
"2004-02-16",301
"2004-02-23",297
"2004-03-01",312.5
"2004-03-08",321.5
"2004-03-15",329.5
"2004-03-22",332.5
"2004-03-29",331.5
"2004-04-05",322
"2004-04-13",320
"2004-04-19",305
"2004-04-26",305
"2004-05-03",305.5
"2004-05-10",318.5
"2004-05-17",322
"2004-05-24",327.5
"2004-05-31",317.5
"2004-06-07",317.5
"2004-06-14",317.5
"2004-06-21",312.5
"2004-06-28",307.5
"2004-07-05",302.5
"2004-07-12",305.5
"2004-07-19",306.5
"2004-07-26",315
"2004-08-02",347.5
"2004-08-09",370.5
"2004-08-16",374.5
"2004-08-23",392.5
"2004-08-30",401.5
"2004-09-06",412.5
"2004-09-13",414.5
"2004-09-20",418.5
"2004-09-27",471
"2004-10-04",477
"2004-10-11",487
"2004-10-18",493.5
"2004-10-25",497.5
"2004-11-01",467.5
"2004-11-08",462.5
"2004-11-15",432.5
"2004-11-22",448.5
"2004-11-29",462.5
"2004-12-06",437.5
"2004-12-13",412.5
"2004-12-20",435.5
"2005-01-03",414.5
"2005-01-10",397.5
"2005-01-17",392.5
"2005-01-24",392.5
"2005-01-31",379.5
"2005-02-07",376.5
"2005-02-14",375
"2005-02-21",405.5
"2005-02-28",439
"2005-03-07",452.5
"2005-03-14",463.5
"2005-03-21",477.5
"2005-04-04",444.5
"2005-04-11",422.5
"2005-04-18",402.5
"2005-04-25",412.5
"2005-05-02",392.5
"2005-05-09",387.5
"2005-05-16",377.5
"2005-05-23",372.5
"2005-05-30",390
"2005-06-06",407.5
"2005-06-13",414.5
"2005-06-20",434.5
"2005-06-27",439.5
"2005-07-04",437.5
"2005-07-11",427.5
"2005-07-18",423.5
"2005-07-25",415.5
"2005-08-01",418.5
"2005-08-08",439.5
"2005-08-22",449.5
"2005-08-29",494.5
"2005-09-05",508.5
"2005-09-12",495.5
"2005-09-19",553
"2005-09-26",556.5
"2005-10-03",562
"2005-10-10",557.5
"2005-10-17",574.5
"2005-10-24",529.5
"2005-11-07",519.5
"2005-11-14",492.5
"2005-11-21",522.5
"2005-11-28",525.5
"2005-12-05",564.5
"2005-12-12",593.5
"2005-12-19",612
