"","x"
"2003-06-02",272.5
"2003-06-09",281.5
"2003-06-16",265.5
"2003-06-23",278.5
"2003-06-30",288
"2003-07-07",287
"2003-07-14",309
"2003-07-21",298
"2003-07-28",292
"2003-08-04",307
"2003-08-18",334.5
"2003-08-25",338.5
"2003-09-01",317
"2003-09-08",313.5
"2003-09-15",269
"2003-09-22",251.5
"2003-09-29",273
"2003-10-06",281.5
"2003-10-13",293.5
"2003-10-20",284.5
"2003-10-27",299
"2003-11-03",275.5
"2003-11-10",269
"2003-11-17",290.5
"2003-11-24",302.5
"2003-12-01",273.5
"2003-12-08",284.5
"2003-12-15",287.5
"2004-01-05",317
"2004-01-12",331.5
"2004-01-19",321.5
"2004-01-26",313.5
"2004-02-02",310
"2004-02-09",312.5
"2004-02-16",330.5
"2004-02-23",333
"2004-03-01",347.5
"2004-03-08",345
"2004-03-15",351.5
"2004-03-22",360
"2004-03-29",354
"2004-04-05",351.5
"2004-04-13",381.5
"2004-04-19",387.5
"2004-04-26",396
"2004-05-03",425.5
"2004-05-10",456
"2004-05-17",457.5
"2004-05-24",468.5
"2004-05-31",425.5
"2004-06-07",376
"2004-06-14",377
"2004-06-21",387
"2004-06-28",372
"2004-07-05",417
"2004-07-12",442.25
"2004-07-19",437.75
"2004-07-26",414.25
"2004-08-02",426.25
"2004-08-09",412
"2004-08-16",435.5
"2004-08-23",429.75
"2004-08-30",394.75
"2004-09-06",403.5
"2004-09-13",417
"2004-09-20",431.25
"2004-09-27",458
"2004-10-04",460.75
"2004-10-11",479
"2004-10-18",451
"2004-10-25",476.5
"2004-11-01",434.75
"2004-11-08",426.5
"2004-11-15",401
"2004-11-22",429.75
"2004-11-29",429.5
"2004-12-06",337.25
"2004-12-13",337.75
"2004-12-20",349
"2005-01-03",338.25
"2005-01-10",382.25
"2005-01-17",398
"2005-01-24",413.75
"2005-01-31",415
"2005-02-07",391
"2005-02-14",423
"2005-02-21",407.5
"2005-02-28",424.25
"2005-03-07",448
"2005-03-14",441
"2005-03-21",485.5
