"","x"
"1999-06-28",122.12
"1999-07-05",151
"1999-07-12",155.95
"1999-07-19",155.52
"1999-07-26",157.09
"1999-08-02",155.73
"1999-08-09",161.81
"1999-08-16",168.56
"1999-08-23",167.53
"1999-08-30",166.98
"1999-09-06",166.72
"1999-09-13",166.7
"1999-09-20",172.97
"1999-09-27",171.46
"1999-10-04",170.83
"1999-10-11",174.79
"1999-10-18",173.33
"1999-10-25",171.97
"1999-11-02",170.06
"1999-11-08",169.31
"1999-11-15",168.46
"1999-11-22",173.23
"1999-11-29",185
"1999-12-06",184.77
"1999-12-13",190.67
"2000-01-03",192.04
"2000-01-10",191.427690952318
"2000-01-17",190.8
"2000-01-24",190.793246923563
"2000-01-31",191.098818905557
"2000-02-07",190.146010386873
"2000-02-14",190.044346154001
"2000-02-21",197.063506756295
"2000-02-28",197.454700039826
"2000-03-06",201.716455670742
"2000-03-13",208.492671260705
"2000-03-20",208.08865328683
"2000-03-27",207.350717466601
"2000-04-03",205.738925831614
"2000-04-10",205.190827208618
"2000-04-17",202.669608943492
"2000-04-24",201.258748184711
"2000-05-01",200.185641817823
"2000-05-08",199.224546328591
"2000-05-15",198.292543737907
"2000-05-22",207.888300487161
"2000-05-29",216.661394383365
"2000-06-05",216.030844426208
"2000-06-12",215.782219218531
"2000-06-19",225.225938217819
"2000-06-26",224.565732169939
"2000-07-03",223.599841501631
"2000-07-10",222.500313376216
"2000-07-17",221.24138577457
"2000-07-24",218.919634085999
"2000-07-31",216.292834042553
"2000-08-07",203.146468085106
"2000-08-14",199.853906382979
"2000-08-21",198.317940425532
"2000-08-28",197.785140425532
"2000-09-04",203.908289361702
"2000-09-11",216.287914893617
"2000-09-18",212.532357446808
"2000-09-25",209.79034893617
"2000-10-02",208.758365957447
"2000-10-09",206.901514893617
"2000-10-16",205.206
"2000-10-23",221.013421276596
"2000-11-06",228.698178723404
"2000-11-13",228.5868
"2000-11-20",229.564314893617
"2000-11-27",242.816357446808
"2000-12-04",245.638714893617
"2000-12-11",237.920672340425
"2000-12-18",231.75149787234
"2001-01-08",220.530817021277
"2001-01-15",206.841157446808
"2001-01-22",204.920374468085
"2001-01-29",203.996331914893
"2001-02-05",203.946544680851
"2001-02-12",203.572723404255
"2001-02-20",203.018519148936
"2001-02-27",203.039114893617
"2001-03-05",202.796085106383
"2001-03-12",203.845336170213
"2001-03-19",203.84365106383
"2001-03-26",203.002195744681
"2001-04-02",201.29474893617
"2001-04-09",201.007302127659
"2001-04-23",201.088910638298
"2001-04-30",201.903676595745
"2001-05-07",202.8
"2001-05-14",203.8
"2001-05-21",205.003361702128
"2001-05-28",206.2
"2001-06-04",206.818476595745
"2001-06-11",207.925361702128
"2001-06-18",207.925361702128
"2001-06-25",207.963906382979
"2001-07-02",206.230817021277
"2001-07-09",205.881446808511
"2001-07-16",205.622263829787
"2001-07-23",204.48549787234
"2001-07-30",204.653327659574
"2001-08-06",202.765753191489
"2001-08-13",202.082561702128
"2001-08-20",201.666042553192
"2001-08-27",200.905931914894
"2001-09-03",200.366187234042
"2001-09-10",200.21170212766
"2001-09-17",199.497361702128
"2001-09-24",200.66770212766
"2001-10-01",197.1224
"2001-10-08",196.199455319149
"2001-10-15",196.873080851064
"2001-10-22",195.061659574468
"2001-10-29",192.76845106383
"2001-11-05",191.555906382979
"2001-11-12",189.732204255319
"2001-11-19",189.068170212766
"2001-11-26",180.969276595745
"2001-12-03",179.274876595745
"2001-12-10",178.41629787234
"2001-12-17",177.974672340426
"2002-01-07",176.777855319149
"2002-01-14",178.031642553192
"2002-01-21",177.835174468085
"2002-01-28",177.676289361702
"2002-02-04",177.101940425532
"2002-02-11",176.709353191489
"2002-02-18",175.777965957447
"2002-02-25",175.95034893617
"2002-03-04",176.708612765958
"2002-03-11",176.531710638298
"2002-03-18",179.711523404255
"2002-03-25",185.534025531915
"2002-04-08",195.634544680851
"2002-04-15",196.802025531915
"2002-04-22",197.945080851064
"2002-04-29",196.486187234042
"2002-05-06",193.228910638298
"2002-05-13",193.093753191489
"2002-05-20",191.560868085106
"2002-05-27",191.112808510638
"2002-06-03",189.848425531915
"2002-06-10",189.474595744681
"2002-06-17",185.667812765958
"2002-06-24",184.292110638298
"2002-07-01",183.424876595745
"2002-07-08",183.484876595745
"2002-07-15",183.160340425532
"2002-07-22",182.27205106383
"2002-07-29",182.597276595745
"2002-08-05",182.465540425532
"2002-08-12",182.367940425532
"2002-08-19",189.577642553192
"2002-08-26",182.994646808511
"2002-09-02",184.418323404255
"2002-09-09",184.310442553192
"2002-09-16",185.182425531915
"2002-09-23",187.732493617021
"2002-09-30",187.632791489362
"2002-10-07",187.969744680851
"2002-10-14",187.666161702128
"2002-10-21",188.042978723404
"2002-10-28",187.693914893617
"2002-11-04",186.850425531915
"2002-11-11",185.810034042553
"2002-11-18",185.008136170213
"2002-11-25",182.769625531915
"2002-12-02",183.892995744681
"2002-12-09",183.649131914894
"2002-12-16",181.869378723404
"2003-01-06",190.869029787234
"2003-01-13",192.912978723404
"2003-01-20",194.511982978723
"2003-01-27",196.964765957447
"2003-02-03",198.201157446809
"2003-02-10",199.6636
"2003-02-17",207.136323404255
"2003-02-24",211.239727659574
"2003-03-03",216.018374468085
"2003-03-10",222.816587234042
"2003-03-17",233.813038297872
"2003-03-24",234.966842553192
"2003-03-31",233.599455319149
"2003-04-07",232.132987234043
"2003-04-14",230.120663829787
"2003-04-28",222.504646808511
"2003-05-05",211.617106382979
"2003-05-12",206.256085106383
"2003-05-19",201.904391489362
"2003-05-26",199.709378723404
"2003-06-02",197.273378723404
"2003-06-09",195.190587234042
"2003-06-16",194.4728
"2003-06-23",193.889753191489
"2003-06-30",192.908595744681
"2003-07-07",192.501072340426
"2003-07-14",192.081872340425
"2003-07-21",196.2608
"2003-07-28",195.943523404255
"2003-08-04",195.522059574468
"2003-08-18",200.851829787234
"2003-08-25",202.864629787234
"2003-09-01",202.120885106383
"2003-09-08",202.822468085106
"2003-09-15",202.450519148936
"2003-09-22",201.764612765957
"2003-09-29",201.603353191489
"2003-10-06",189.946689361702
"2003-10-13",187.948834042553
"2003-10-20",188.955012765957
"2003-10-27",188.66789787234
"2003-11-03",188.744459574468
"2003-11-10",188.318025531915
"2003-11-17",188.724459574468
"2003-11-24",190.026791489362
"2003-12-01",189.91125106383
"2003-12-08",189.670672340425
"2003-12-15",189.590110638298
"2004-01-05",188.877855319149
"2004-01-12",188.936527659574
"2004-01-19",193.305685106383
"2004-01-26",193.509531914894
"2004-02-02",193.898502127659
"2004-02-09",192.674740425532
"2004-02-16",192.803846808511
"2004-02-23",192.225191489362
"2004-03-01",191.717923404255
"2004-03-08",194.994536170213
"2004-03-15",199.613753191489
