"","x"
"2001-12-03",163.5
"2001-12-10",151.625
"2001-12-17",160
"2002-01-07",174.25
"2002-01-14",161
"2002-01-21",158.375
"2002-01-28",164.625
"2002-02-04",166.375
"2002-02-11",163.875
"2002-02-18",165.25
"2002-02-25",160.75
"2002-03-04",173.5
"2002-03-11",192.25
"2002-03-18",192.5
"2002-03-25",191.75
"2002-04-08",209
"2002-04-15",186.125
"2002-04-22",199.375
"2002-04-29",204.625
"2002-05-06",199.375
"2002-05-13",205.125
"2002-05-20",207.25
"2002-05-27",197
"2002-06-03",190.375
"2002-06-10",187.875
"2002-06-17",203.875
"2002-06-24",200.5
"2002-07-01",206.375
"2002-07-08",206.375
"2002-07-15",218.125
"2002-07-22",210.125
"2002-07-29",206.875
"2002-08-05",208
"2002-08-12",209
"2002-08-19",224.75
"2002-08-26",227.25
"2002-09-02",231
"2002-09-09",237.625
"2002-09-16",239.25
"2002-09-23",244.625
"2002-09-30",247.75
"2002-10-07",243.125
"2002-10-14",240.25
"2002-10-21",237.25
"2002-10-28",221
"2002-11-04",219.25
"2002-11-11",207.625
"2002-11-18",207.75
"2002-11-25",228.25
"2002-12-02",229.625
"2002-12-09",230.25
"2002-12-16",246.875
"2003-01-06",272.625
"2003-01-13",257.625
"2003-01-20",266.75
"2003-01-27",270
"2003-02-03",275.75
"2003-02-10",318.25
"2003-02-17",307.5
"2003-02-24",329.25
"2003-03-03",322.125
"2003-03-10",353.75
"2003-03-17",309.75
"2003-03-24",250
"2003-03-31",255
"2003-04-07",214.5
"2003-04-14",230.25
"2003-04-28",214.75
"2003-05-05",209.375
"2003-05-12",218.5
"2003-05-19",225.75
"2003-05-26",224.75
"2003-06-02",234.5
"2003-06-09",241
"2003-06-16",227.5
"2003-06-23",231.25
"2003-06-30",235.75
"2003-07-07",230
"2003-07-14",240.25
"2003-07-21",236
"2003-07-28",232
"2003-08-04",253.75
"2003-08-18",240.25
"2003-08-25",248.5
"2003-09-01",245.5
"2003-09-08",231.5
"2003-09-15",223
"2003-09-22",212
"2003-09-29",232.5
"2003-10-06",248.25
"2003-10-13",270.5
"2003-10-20",257.5
"2003-10-27",255.5
"2003-11-03",251
"2003-11-10",258.25
"2003-11-17",267.5
"2003-11-24",252.75
"2003-12-01",247.5
"2003-12-08",267.125
"2003-12-15",272.125
"2004-01-05",284.5
"2004-01-12",287.25
"2004-01-19",279.625
"2004-01-26",271.25
"2004-02-02",255.75
"2004-02-09",249.375
"2004-02-16",259.625
"2004-02-23",259
"2004-03-01",281.75
"2004-03-08",279.875
"2004-03-15",288.25
"2004-03-22",284
"2004-03-29",280
"2004-04-05",270.25
"2004-04-13",293.5
"2004-04-19",307.25
"2004-04-26",294.25
"2004-05-03",310.25
"2004-05-10",322.875
"2004-05-17",328.75
"2004-05-24",333.5
"2004-05-31",313.25
"2004-06-07",309.75
"2004-06-14",314.75
"2004-06-21",317.5
"2004-06-28",308.375
"2004-07-05",343.875
"2004-07-12",347
"2004-07-19",350.875
"2004-07-26",357.875
"2004-08-02",371.5
"2004-08-09",384.5
"2004-08-16",385.75
"2004-08-23",391.5
"2004-08-30",358.625
"2004-09-06",374
"2004-09-13",387.75
"2004-09-20",400.75
"2004-09-27",431.5
"2004-10-04",445
"2004-10-11",490.25
"2004-10-18",480
"2004-10-25",499.5
"2004-11-01",432
"2004-11-08",419.75
"2004-11-15",401.75
"2004-11-22",445.625
"2004-11-29",451.25
"2004-12-06",379.75
"2004-12-13",378.75
"2004-12-20",410.375
"2005-01-03",369.375
"2005-01-10",397.875
"2005-01-17",398.125
"2005-01-24",407.25
"2005-01-31",399.25
"2005-02-07",382.875
"2005-02-14",390
"2005-02-21",426.875
"2005-02-28",464.25
"2005-03-07",462.25
"2005-03-14",476.75
"2005-03-21",500.75
"2005-04-04",531
"2005-04-11",477.25
"2005-04-18",460.625
"2005-04-25",490.125
"2005-05-02",466.5
"2005-05-09",446.5
"2005-05-16",419.25
"2005-05-23",437.25
"2005-05-30",454.75
"2005-06-06",507.25
"2005-06-13",516.5
"2005-06-20",523.125
"2005-06-27",529.75
"2005-07-04",541.75
"2005-07-11",518.375
"2005-07-18",513.875
"2005-07-25",507.375
"2005-08-01",533.625
"2005-08-08",557.5
"2005-08-22",591.75
"2005-08-29",594.25
"2005-09-05",620
"2005-09-12",563.5
"2005-09-19",614.5
"2005-09-26",600.75
"2005-10-03",625.75
"2005-10-10",592.125
"2005-10-17",597.25
"2005-10-24",552.75
"2005-11-07",517.5
"2005-11-14",499.25
"2005-11-21",485.5
"2005-11-28",488.25
"2005-12-05",514.75
"2005-12-12",507.5
"2005-12-19",493.5
