"","x"
"1999-06-28",125.1
"1999-07-05",124.49
"1999-07-12",132.46
"1999-07-19",130.45
"1999-07-26",133.39
"1999-08-02",130.56
"1999-08-09",136.75
"1999-08-16",147.71
"1999-08-23",149.22
"1999-08-30",148.91
"1999-09-06",148.6
"1999-09-13",148.81
"1999-09-20",155.14
"1999-09-27",154.12
"1999-10-04",153.56
"1999-10-11",157.52
"1999-10-18",156.69
"1999-10-25",155.38
"1999-11-02",153.63
"1999-11-08",153.05
"1999-11-15",152.33
"1999-11-22",157.82
"1999-11-29",167.94
"1999-12-06",167.39
"1999-12-13",170.88
"2000-01-03",171.38
"2000-01-10",170.344057458458
"2000-01-17",169.620945931818
"2000-01-24",169.429847870698
"2000-01-31",169.778015777478
"2000-02-07",168.57505623079
"2000-02-14",167.895089327053
"2000-02-21",176.233949656641
"2000-02-28",181.100402651286
"2000-03-06",186.499478465026
"2000-03-13",195.418204438125
"2000-03-20",195.571050627126
"2000-03-27",195.604098798916
"2000-04-03",194.587254951745
"2000-04-10",193.694432479741
"2000-04-17",192.770425442304
"2000-04-24",191.521728532981
"2000-05-01",190.450341566576
"2000-05-08",189.83113079894
"2000-05-15",189.110062399001
"2000-05-22",199.901989061506
"2000-05-29",214.112855269564
"2000-06-05",214.864391348374
"2000-06-12",227.371552746422
"2000-06-19",237.029161750518
"2000-06-26",237.54315746712
"2000-07-03",236.222951123271
"2000-07-10",234.806144315239
"2000-07-17",233.268064197192
"2000-07-24",231.305706715733
"2000-07-31",220.896493617021
"2000-08-07",199.923846808511
"2000-08-14",196.082468085106
"2000-08-21",194.92714893617
"2000-08-28",192.485736170213
"2000-09-04",190.647370212766
"2000-09-11",194.632272340425
"2000-09-18",193.023506382979
"2000-09-25",193.334280851064
"2000-10-02",191.623880851064
"2000-10-09",190.457753191489
"2000-10-16",188.4536
"2000-10-23",199.4192
"2000-11-06",210.579217021277
"2000-11-13",210.277004255319
"2000-11-20",209.75445106383
"2000-11-27",208.827506382979
"2000-12-04",208.266417021277
"2000-12-11",198.830825531915
"2000-12-18",191.569889361702
"2001-01-08",175.572459574468
"2001-01-15",166.384680851064
"2001-01-22",165.523778723404
"2001-01-29",164.989480851064
"2001-02-05",167.667370212766
"2001-02-12",168.623744680851
"2001-02-20",167.880987234043
"2001-02-27",169.299438297872
"2001-03-05",169.268629787234
"2001-03-12",169.196561702128
"2001-03-19",168.845021276596
"2001-03-26",168.096868085106
"2001-04-02",176.704791489362
"2001-04-09",187.811089361702
"2001-04-23",193.462357446809
"2001-04-30",196.570825531915
"2001-05-07",202.1
"2001-05-14",206.3
"2001-05-21",210.927004255319
"2001-05-28",213.2
"2001-06-04",214.120927659574
"2001-06-11",214.669719148936
"2001-06-18",214.669719148936
"2001-06-25",211.038604255319
"2001-07-02",208.368365957447
"2001-07-09",206.779659574468
"2001-07-16",205.044885106383
"2001-07-23",201.721889361702
"2001-07-30",199.543863829787
"2001-08-06",199.578025531915
"2001-08-13",196.705668085106
"2001-08-20",195.510204255319
"2001-08-27",194.413208510638
"2001-09-03",198.3304
"2001-09-10",193.086144680851
"2001-09-17",193.291140425532
"2001-09-24",192.701608510638
"2001-10-01",184.286331914894
"2001-10-08",182.613327659574
"2001-10-15",182.431574468085
"2001-10-22",165.756905531915
"2001-10-29",148.327089361702
