"","x"
"1996-08-19",101
"1996-08-26",105.5
"1996-09-02",109
"1996-09-09",111
"1996-09-16",110.5
"1996-09-23",113
"1996-09-30",117.5
"1996-10-07",124
"1996-10-14",124
"1996-10-21",128
"1996-10-28",123
"1996-11-04",124
"1996-11-11",124
"1996-11-18",127
"1996-11-25",131
"1996-12-02",135
"1996-12-09",135
"1996-12-16",130.5
"1997-01-06",125.5
"1997-01-13",122.5
"1997-01-20",117
"1997-01-27",110.5
"1997-02-03",111.5
"1997-02-10",110.5
"1997-02-17",101
"1997-02-24",94.75
"1997-03-03",94.75
"1997-03-10",96
"1997-03-17",94
"1997-03-24",96
"1997-04-07",92
"1997-04-14",88.75
"1997-04-21",87.5
"1997-04-28",86
"1997-05-05",86
"1997-05-12",87.5
"1997-05-19",88
"1997-05-26",96.5
"1997-06-02",95
"1997-06-09",94
"1997-06-16",95
"1997-06-23",95
"1997-06-30",96.5
"1997-07-07",96
"1997-07-14",95
"1997-07-28",95
"1997-08-04",96.5
"1997-08-11",97
"1997-08-18",97.5
"1997-08-25",97.5
"1997-09-01",97.5
"1997-09-08",96.5
"1997-09-15",97
"1997-09-22",97.5
"1997-09-29",102
"1997-10-06",106
"1997-10-13",107
"1997-10-20",109
"1997-10-27",118
"1997-11-03",120.25
"1997-11-10",121
"1997-11-17",122
"1997-11-24",114
"1997-12-01",103
"1997-12-08",97
"1997-12-15",94.5
"1998-01-05",91
"1998-01-12",84
"1998-01-19",84
"1998-01-26",80
"1998-02-02",85
"1998-02-09",79
"1998-02-16",81.5
"1998-02-23",80
"1998-03-02",80
"1998-03-09",79
"1998-03-16",74
"1998-03-23",78
"1998-03-30",81.5
"1998-04-06",82.5
"1998-04-20",85
"1998-04-27",85
"1998-05-04",85
"1998-05-11",83
"1998-05-18",80.5
"1998-05-25",79.5
"1998-06-01",79
"1998-06-08",80.5
"1998-06-15",78
"1998-06-22",77.5
"1998-06-29",79
"1998-07-06",81
"1998-07-13",77
"1998-07-20",76.5
"1998-07-27",76
"1998-08-03",73
"1998-08-10",68.5
"1998-08-17",66
"1998-08-24",64.5
"1998-08-31",64.5
"1998-09-07",68
"1998-09-14",69
"1998-09-21",70
"1998-09-28",76.5
"1998-10-05",79
"1998-10-12",80
"1998-10-19",76
"1998-10-26",73
"1998-11-02",72
"1998-11-09",70.75
"1998-11-16",70.5
"1998-11-23",70
"1998-11-30",67
"1998-12-07",65
"1998-12-14",65.5
"1999-01-04",72.5
"1999-01-11",75
"1999-01-18",74
"1999-01-25",68
"1999-02-01",66.5
"1999-02-08",61.5
"1999-02-15",56.5
"1999-02-22",57.5
"1999-03-01",59.5
"1999-03-08",61.75
"1999-03-15",61
"1999-03-22",65.5
"1999-03-29",69.5
"1999-04-12",74.5
"1999-04-19",78
"1999-04-26",79.5
"1999-05-03",82.75
"1999-05-10",86
"1999-05-17",84.5
"1999-05-24",78
"1999-05-31",78
"1999-06-07",77
"1999-06-14",82
"1999-06-21",88.5
"1999-06-28",86
"1999-07-05",92
"1999-07-12",95.5
"1999-07-19",97
"1999-07-26",95
"1999-08-02",104
"1999-08-09",112
"1999-08-16",112
"1999-08-23",117.5
"1999-08-30",112.5
"1999-09-06",114.5
"1999-09-13",117
"1999-09-20",118
"1999-09-27",120.5
"1999-10-04",126
"1999-10-11",121
"1999-10-18",128.5
"1999-10-25",131
"1999-11-02",126.5
"1999-11-08",124
"1999-11-15",128.5
"1999-11-22",132.5
"1999-11-29",131
"1999-12-06",131.5
"1999-12-13",129
"2000-01-03",129
"2000-01-10",129
"2000-01-17",131.5
"2000-01-24",133.5
"2000-01-31",134.5
"2000-02-07",138.5
"2000-02-14",143.5
"2000-02-21",147.25
"2000-02-28",146.5
"2000-03-06",157
"2000-03-13",161
"2000-03-20",149
"2000-03-27",137
"2000-04-03",137.5
"2000-04-10",130
"2000-04-17",125
"2000-04-24",126
"2000-05-01",125
"2000-05-08",123.5
"2000-05-15",132.5
"2000-05-22",136
"2000-05-29",143
"2000-06-05",150.5
"2000-06-12",153.5
"2000-06-19",157.5
"2000-06-26",160.5
"2000-07-03",171.5
"2000-07-10",169
"2000-07-17",164
"2000-07-24",151.5
"2000-07-31",143.5
"2000-08-07",137
"2000-08-14",136.5
"2000-08-21",146.5
"2000-08-28",150
"2000-09-04",150
"2000-09-11",154.5
"2000-09-18",157
"2000-09-25",169
"2000-10-02",176
"2000-10-09",182.25
"2000-10-16",187
"2000-10-23",179
"2000-11-06",168
"2000-11-13",165
"2000-11-20",171.5
"2000-11-27",171
"2000-12-04",171
"2000-12-11",161
"2000-12-18",146
"2001-01-08",135.75
"2001-01-15",139
"2001-01-22",140
"2001-01-29",140
"2001-02-05",140.5
"2001-02-12",138.5
"2001-02-20",137
"2001-02-27",136
"2001-03-05",138.5
"2001-03-12",138
"2001-03-19",137.5
"2001-03-26",136
"2001-04-02",136
"2001-04-09",135
"2001-04-23",133.5
"2001-04-30",134.5
"2001-05-07",135
"2001-05-14",134
"2001-05-21",135
"2001-05-28",133.5
"2001-06-04",130
"2001-06-11",127
"2001-06-18",127
"2001-06-25",127
"2001-07-02",117
"2001-07-09",115
"2001-07-16",112.5
"2001-07-23",115.5
"2001-07-30",116
"2001-08-06",120.5
"2001-08-13",122
"2001-08-20",123
"2001-08-27",125
"2001-09-03",131
"2001-09-10",133
"2001-09-17",140
"2001-09-24",132
"2001-10-01",117
"2001-10-08",114.5
"2001-10-15",113.5
"2001-10-22",104.5
"2001-10-29",102.5
"2001-11-05",99.5
"2001-11-12",109
"2001-11-19",98.25
"2001-11-26",103.5
"2001-12-03",103.5
"2001-12-10",95.5
"2001-12-17",96.5
"2002-01-07",111
"2002-01-14",113.5
"2002-01-21",107.5
"2002-01-28",105
"2002-02-04",100.5
"2002-02-11",96.5
"2002-02-18",95.25
"2002-02-25",97.75
"2002-03-04",106
"2002-03-11",115.5
"2002-03-18",114.5
"2002-03-25",113.5
"2002-04-08",134
"2002-04-15",119.5
"2002-04-22",128
"2002-04-29",133.5
"2002-05-06",130.5
"2002-05-13",130
"2002-05-20",134.5
"2002-05-27",132.5
"2002-06-03",131
"2002-06-10",127.5
"2002-06-17",126.5
"2002-06-24",125
"2002-07-01",138
"2002-07-08",144.5
"2002-07-15",147.5
"2002-07-22",137.5
"2002-07-29",131
"2002-08-05",137.5
"2002-08-12",137.25
"2002-08-19",144.75
"2002-08-26",147
"2002-09-02",151.75
"2002-09-09",158
"2002-09-16",159.5
"2002-09-23",167
"2002-09-30",178
"2002-10-07",183
"2002-10-14",183
"2002-10-21",182.5
"2002-10-28",175
"2002-11-04",167.5
"2002-11-11",159.5
"2002-11-18",147.5
"2002-11-25",153.5
"2002-12-02",155.5
"2002-12-09",159
"2002-12-16",177.5
"2003-01-06",169.5
"2003-01-13",168.5
"2003-01-20",184.75
"2003-01-27",173
"2003-02-03",205
"2003-02-10",210
"2003-02-17",202
"2003-02-24",197
"2003-03-03",204.5
"2003-03-10",208
"2003-03-17",177
"2003-03-24",150
"2003-03-31",158.5
"2003-04-07",146.25
"2003-04-14",159.5
"2003-04-28",141
"2003-05-05",139
"2003-05-12",138
"2003-05-19",149
"2003-05-26",146
"2003-06-02",159
"2003-06-09",161
"2003-06-16",162.5
"2003-06-23",175.5
"2003-06-30",180.5
"2003-07-07",175
"2003-07-14",170
"2003-07-21",163.25
"2003-07-28",164.5
"2003-08-04",178.5
"2003-08-18",171.5
"2003-08-25",175
"2003-09-01",175.5
"2003-09-08",167
"2003-09-15",143.5
"2003-09-22",149
"2003-09-29",159
"2003-10-06",157.5
"2003-10-13",164
"2003-10-20",156.75
"2003-10-27",163.75
"2003-11-03",152
"2003-11-10",158.25
"2003-11-17",155.5
"2003-11-24",148
"2003-12-01",134.75
"2003-12-08",139.25
"2003-12-15",131
"2004-01-05",154.25
"2004-01-12",149
"2004-01-19",141.75
"2004-01-26",150.5
"2004-02-02",137.5
"2004-02-09",131.5
"2004-02-16",138
"2004-02-23",137
"2004-03-01",149
"2004-03-08",156.75
"2004-03-15",156.25
"2004-03-22",155.25
"2004-03-29",154
"2004-04-05",142
"2004-04-13",149.5
"2004-04-19",157
"2004-04-26",158.25
"2004-05-03",161.25
"2004-05-10",164.25
"2004-05-17",173.75
"2004-05-24",174.25
"2004-05-31",176
"2004-06-07",166
"2004-06-14",153.25
"2004-06-21",154.25
"2004-06-28",153.75
"2004-07-05",161.75
"2004-07-12",159.75
"2004-07-19",158
"2004-07-26",168.5
"2004-08-02",162
"2004-08-09",162
"2004-08-16",160
"2004-08-23",156
"2004-08-30",144
"2004-09-06",144
"2004-09-13",158
"2004-09-20",158
"2004-09-27",159
"2004-10-04",165.25
"2004-10-11",181.75
"2004-10-18",190
"2004-10-25",199.5
"2004-11-01",190.875
"2004-11-08",164.25
"2004-11-15",154.5
"2004-11-22",170
"2004-11-29",166.25
"2004-12-06",157.5
"2004-12-13",153.5
"2004-12-20",176
"2005-01-03",167.25
"2005-01-10",175.5
"2005-01-17",180.75
"2005-01-24",178
"2005-01-31",179.5
"2005-02-07",176
"2005-02-14",167
"2005-02-21",189.5
"2005-02-28",203
"2005-03-07",215.5
"2005-03-14",215.875
"2005-03-21",234.5
"2005-04-04",250
"2005-04-11",229
"2005-04-18",229
"2005-04-25",244
"2005-05-02",237.125
"2005-05-09",230
"2005-05-16",227.25
"2005-05-23",225
"2005-05-30",216
"2005-06-06",225
"2005-06-13",221
"2005-06-20",229
"2005-06-27",251
"2005-07-04",260.5
"2005-07-11",249.5
"2005-07-18",243.125
"2005-07-25",240
"2005-08-01",257.75
"2005-08-08",276
"2005-08-22",285.5
"2005-08-29",280
"2005-09-05",298.5
"2005-09-12",292.5
"2005-09-19",313.5
"2005-09-26",317
"2005-10-03",324
"2005-10-10",314
"2005-10-17",309
"2005-10-24",301
"2005-11-07",292
"2005-11-14",274
"2005-11-21",272.25
"2005-11-28",268.5
"2005-12-05",267.5
"2005-12-12",287.5
"2005-12-19",282.5
